price,apartment_type,metro_station,minutes_to_metro,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,renovation
13.9,Secondary,Люблино,18,1,41.8,11.5,22.0,17,17,Cosmetic
4.6,Secondary,Молодежная,15,0,9.3,6.8,7.4,1,5,Cosmetic
3.35,Secondary,Щелковская,21,0,10.7,7.5,7.5,1,9,European-style renovation
18.5,Secondary,Дубровка,9,3,71.1,48.0,8.6,3,7,Cosmetic
17.95,Secondary,Москва-Товарная,8,2,50.0,31.0,9.6,8,12,European-style renovation
45.0,Secondary,Народное Ополчение,24,3,111.4,67.6,11.5,41,47,Without renovation
5.45,New building,Депо,19,0,27.25,17.6,8.9,2,11,Cosmetic
13.525,Secondary,Селигерская,13,0,26.1,15.0,8.0,9,45,European-style renovation
13.9,Secondary,Некрасовка,12,2,58.3,33.0,15.3,7,25,Cosmetic
61.4887,Secondary, Минская,5,5,136.0,98.0,15.0,2,14,Without renovation
18.6,Secondary,Измайлово,12,2,64.9,37.7,10.2,12,24,Cosmetic
2.9,Secondary,Новопеределкино,10,0,8.5,6.4,7.3,1,14,Cosmetic
18.0,Secondary,Медведково,9,2,54.0,29.4,11.1,4,15,European-style renovation
11.27875,New building,Братиславская,13,2,64.45,34.7,12.0,23,16,Cosmetic
16.9,Secondary,Тушинская,22,3,65.4,38.0,17.0,6,25,Without renovation
41.83424,Secondary, Нагорная,8,5,112.7,59.1,16.0,21,22,Without renovation
17.361165,New building,Каширская,4,3,70.04,37.5,12.4,2,10,Cosmetic
65.0,Secondary,Арбатская,5,6,228.0,117.4,25.5,6,7,European-style renovation
8.15,New building,Марьино,15,1,40.72,12.6,14.8,3,15,Cosmetic
45.0,Secondary, Фили,15,3,91.5,29.3,14.2,6,21,Designer
29.5,Secondary,Улица Старокачаловская,14,5,115.0,81.0,10.0,13,17,European-style renovation
3.69,Secondary,Кантемировская,9,0,13.0,8.7,7.7,2,24,Cosmetic
5.0,Secondary, Рязанский проспект,15,0,18.0,11.2,8.1,2,2,European-style renovation
28.5,Secondary,Беломорская,12,4,111.2,80.0,11.2,17,19,Cosmetic
50.0,Secondary,Шаболовская,13,4,153.0,110.0,10.0,3,22,Without renovation
26.20499,Secondary, Карамышевская,2,1,42.7,13.7,6.9,18,43,European-style renovation
8.7,Secondary, Царицыно,6,1,33.77,16.0,8.0,4,20,Cosmetic
37.5,Secondary,Новые Черемушки,5,3,107.0,56.0,13.0,11,14,Cosmetic
13.063503,New building,Каширская,4,2,44.95,24.9,10.4,19,10,Cosmetic
11.3,Secondary,Технопарк,9,0,30.0,16.0,8.0,9,15,European-style renovation
3.5,Secondary,Домодедовская,19,0,10.2,7.3,7.5,1,9,Cosmetic
19.675,Secondary,Сетунь,20,3,77.0,46.0,10.0,15,17,Cosmetic
13.99,Secondary,Достоевская,11,1,37.4,18.1,11.2,13,17,Cosmetic
27.0,Secondary,Давыдково,23,1,46.0,16.0,16.0,10,25,European-style renovation
7.24477,Secondary, Красный Балтиец,9,0,24.9,17.9,2.0,1,3,European-style renovation
20.9,Secondary,Автозаводская,5,2,47.6,30.4,7.0,3,8,European-style renovation
45.0,Secondary,Беговая,4,3,86.7,60.0,15.0,11,32,Designer
5.65,Secondary,Кузьминки,12,0,15.7,10.1,7.9,3,5,Cosmetic
11.2,Secondary,Яхромская,15,2,44.0,29.5,6.1,5,9,Cosmetic
52.0,Secondary,Мичуринский проспект,12,3,74.0,39.5,12.8,11,50,Without renovation
4.86,Secondary,Юго-Восточная,14,0,17.0,10.7,8.0,8,9,European-style renovation
13.8,Secondary,Давыдково,12,2,60.0,34.2,11.5,8,16,Cosmetic
5.35,Secondary, Семёновская,5,0,13.3,6.3,2.0,4,4,Designer
56.65,Secondary, Динамо,17,3,82.2,52.3,7.6,37,41,Without renovation
9.15,Secondary,Планерная,8,1,33.0,17.0,8.0,8,9,Cosmetic
10.9,Secondary,Бескудниково,16,1,34.8,20.0,10.0,5,16,Cosmetic
7.7469,Secondary, Дегунино,6,6,25.5,12.1,6.4,3,33,Cosmetic
40.883244,Secondary, Алексеевская,4,0,112.0,58.8,15.9,12,15,Cosmetic
5.90175,New building,Депо,14,0,21.5,10.2,5.6,14,11,Cosmetic
9.9,Secondary, Черкизовская,21,0,38.6,16.0,14.0,4,5,Without renovation
17.7,Secondary,Алма-Атинская,6,3,74.0,45.0,10.5,2,14,European-style renovation
30.99,Secondary,Раменки,10,4,92.1,63.7,10.1,5,17,Cosmetic
10.87936,New building,Братиславская,13,2,61.12,28.1,12.6,12,16,Cosmetic
31.8,Secondary,Тульская,25,2,55.3,30.1,15.0,3,16,Designer
14.05436,Secondary, Тульская,13,6,26.57,13.9,5.2,5,20,Cosmetic
28.851,Secondary,ЗИЛ,22,2,62.8,33.9,11.8,7,15,European-style renovation
20.0,Secondary,Текстильщики,17,2,63.0,27.5,17.3,13,23,Cosmetic
8.30841,New building,Братиславская,13,1,44.43,24.6,10.3,5,16,Cosmetic
5.25,Secondary,Академическая,13,0,20.0,12.2,8.3,1,5,Cosmetic
25.95,Secondary,Савёловская,12,2,47.5,28.3,7.3,4,9,Designer
7.2375,New building,Депо,19,1,37.5,21.1,9.7,2,11,Cosmetic
9.09927,New building,Братиславская,13,1,45.27,25.0,10.4,19,16,Cosmetic
5.2477,New building,Депо,19,0,27.05,17.6,8.9,14,11,Cosmetic
7.767405,Secondary, Коммунарка,17,6,23.2,9.5,5.6,17,18,Cosmetic
15.5,Secondary,Беляево,9,2,49.7,28.0,10.2,14,16,Cosmetic
14.0,Secondary,Стахановская,7,2,58.3,32.4,9.6,2,7,Cosmetic
8.45188,Secondary, Некрасовка,14,1,39.9,18.2,10.5,2,25,Without renovation
6.25,Secondary, Сокольники,12,0,30.0,21.0,4.0,1,6,European-style renovation
11.72295,New building,Депо,20,3,71.7,36.5,20.8,24,11,Cosmetic
7.5114,New building,Депо,19,1,38.52,16.0,10.0,13,11,Cosmetic
12.3,Secondary, Сухаревская,6,0,19.1,11.8,8.2,2,5,Designer
15.0,Secondary, Верхние Лихоборы,3,0,87.8,59.0,20.0,2,24,Without renovation
11.932985,Secondary, Ольховая,17,4,64.8,33.4,18.1,2,16,Cosmetic
13.5,Secondary,Чертановская,19,1,38.4,17.9,8.7,24,25,European-style renovation
12.957981,New building,Варшавская,6,2,41.72,23.2,10.1,7,15,Cosmetic
54.9,Secondary, Чистые пруды,15,5,125.0,93.0,20.0,3,3,European-style renovation
11.6688,New building,Братиславская,13,2,66.3,35.7,10.5,2,16,Cosmetic
9.9,Secondary,Прокшино,24,1,34.5,15.0,10.8,8,9,European-style renovation
55.752,Secondary,ЗИЛ,12,3,98.1,51.7,14.8,21,22,Without renovation
41.0,Secondary,Трикотажная,24,5,101.1,53.2,15.0,1,25,Without renovation
31.514,Secondary,ЗИЛ,18,2,62.4,33.7,11.8,8,16,European-style renovation
5.92,Secondary, Волгоградский проспект,15,0,19.0,11.0,3.0,1,5,European-style renovation
23.0,Secondary,Дмитровская,10,2,60.6,33.8,11.0,1,8,European-style renovation
14.1792,New building,Братиславская,13,3,84.4,44.8,13.6,4,16,Cosmetic
13.5,Secondary,Беговая,11,0,22.5,13.5,8.5,9,25,Cosmetic
6.8032,New building,Братиславская,5,1,32.0,9.1,15.9,2,16,Cosmetic
10.55,Secondary,Калитники,15,1,35.0,20.0,10.0,5,12,Cosmetic
12.5,Secondary,Тропарево,7,1,34.2,18.9,9.2,13,22,Cosmetic
22.9,Secondary, Авиамоторная,11,2,60.0,35.4,19.6,27,27,European-style renovation
8.79,New building,Депо,19,1,43.95,24.4,10.3,15,11,Cosmetic
25.0,Secondary,Славянский бульвар,23,1,46.0,17.0,17.0,11,22,European-style renovation
19.8,Secondary,Динамо,6,2,63.3,39.6,8.7,4,7,Without renovation
31.0,Secondary,Белорусская,11,0,46.0,30.0,6.0,2,4,European-style renovation
18.5,Secondary,Нижегородская,9,2,50.3,22.0,15.0,6,8,European-style renovation
55.5,Secondary,Раменки,9,4,162.7,92.7,12.0,13,18,Cosmetic
9.5,New building,Царицыно,3,1,37.0,17.5,9.8,7,13,Cosmetic
6.6,Secondary, Силикатная,4,0,24.0,13.0,6.0,6,17,European-style renovation
6.4,New building,Братиславская,4,0,20.0,10.0,5.0,9,16,Cosmetic
35.0,Secondary, Шаболовская,11,2,57.4,31.2,11.4,5,15,Designer
59.032,Secondary,ЗИЛ,12,4,114.4,60.0,16.1,32,40,Without renovation
32.0,Secondary,Хорошево,21,3,76.2,58.8,11.1,21,39,Without renovation
18.271282,New building,Каширская,4,3,67.7,36.4,12.2,11,10,European-style renovation
8.9,New building,Царицыно,3,1,39.5,22.1,8.5,7,13,Cosmetic
17.7,Secondary,Пражская,12,1,47.2,25.0,13.5,7,24,European-style renovation
15.4,Secondary,Динамо,13,2,43.4,30.0,5.5,4,5,Without renovation
29.0,Secondary,Серпуховская,19,3,58.5,23.2,25.6,25,42,Without renovation
35.0,Secondary,Хорошево,23,2,60.1,32.3,11.9,15,25,Without renovation
13.5,Secondary,Орехово,11,3,60.0,42.5,6.0,9,9,European-style renovation
12.3,Secondary,Новаторская,13,2,37.4,23.0,7.0,1,9,Cosmetic
11.9,Secondary, Улица Академика Янгеля,4,1,44.0,21.6,11.0,5,24,European-style renovation
15.5,Secondary,Новопеределкино,25,2,53.7,32.0,9.0,17,17,European-style renovation
14.3,Secondary,Сухаревская,11,1,29.5,13.9,8.9,12,16,European-style renovation
8.64447,New building,Братиславская,13,1,44.79,24.8,10.3,5,16,Cosmetic
8.3922,New building,Перерва,4,1,39.4,11.2,19.6,2,23,Cosmetic
80.5,Secondary,Мичуринский проспект,12,5,161.0,83.5,20.0,49,50,Without renovation
13.6728,New building,Братиславская,13,3,84.4,44.8,13.6,8,16,Cosmetic
18.9,Secondary,Свиблово,16,2,58.3,32.4,10.3,5,11,European-style renovation
15.57915,New building,Аннино,7,2,84.0,44.6,13.6,9,22,Cosmetic
5.35,Secondary,Красный Балтиец,8,0,16.0,10.2,8.0,1,5,Cosmetic
10.70136,New building,Братиславская,13,2,60.12,28.1,12.6,14,16,Cosmetic
13.1,Secondary,Лесопарковая,10,1,38.0,20.0,10.3,11,26,Cosmetic
3.25,Secondary,Орехово,6,0,10.4,7.4,7.5,1,9,Without renovation
13.336534,Secondary, Нагатинская,15,6,26.0,12.7,5.3,22,26,Cosmetic
27.72,Secondary,ЗИЛ,12,2,60.6,32.8,11.7,27,40,European-style renovation
5.987508,Secondary, Окружная,12,6,20.1,15.0,8.3,11,14,Cosmetic
11.7,Secondary,Измайлово,9,0,26.6,15.6,8.8,4,4,Designer
20.5,Secondary,Авиамоторная,4,3,82.0,54.0,9.5,5,5,Cosmetic
23.5,Secondary,ЗИЛ,15,1,45.8,16.4,17.3,2,14,Designer
8.64447,New building,Братиславская,13,1,44.79,17.5,11.7,13,16,Cosmetic
69.0,Secondary,Фили,26,4,140.0,60.0,30.0,5,28,Designer
14.60582,New building,Депо,19,3,87.46,51.8,15.3,13,11,Cosmetic
9.95,Secondary,Прокшино,29,0,37.0,16.0,12.0,9,15,Cosmetic
11.3,Secondary,Прокшино,13,1,34.5,13.5,11.5,5,18,Without renovation
31.2,Secondary,Парк Победы,6,4,93.2,67.0,7.0,1,8,European-style renovation
9.5,Secondary,Селигерская,9,0,15.0,10.0,3.0,9,9,Cosmetic
22.5,Secondary, ЗИЛ,9,1,45.52,25.1,10.4,4,22,Without renovation
12.6,Secondary, Шоссе Энтузиастов,10,2,51.1,7.0,10.9,5,9,European-style renovation
10.33225,New building,Депо,19,2,55.85,31.1,9.0,13,11,Cosmetic
40.0,Secondary,Аминьевская,10,3,100.0,55.0,15.0,5,25,Without renovation
23.0,Secondary,Улица Скобелевская,10,4,95.5,61.6,10.1,5,12,Cosmetic
6.0552,New building,Братиславская,5,0,23.2,11.0,6.0,22,16,Cosmetic
14.1,Secondary,Митино,11,1,40.0,20.0,11.0,2,25,European-style renovation
10.36104,New building,Депо,19,2,56.31,30.6,11.3,8,11,Cosmetic
21.5,Secondary,Митино,11,2,62.0,33.1,10.7,13,25,European-style renovation
11.99,Secondary,Окская,15,1,30.1,8.2,15.2,9,30,Cosmetic
17.176753,New building,Варшавская,6,3,70.92,38.0,12.5,8,15,Cosmetic
18.99,Secondary,Зюзино,9,3,68.4,41.0,11.0,4,12,Cosmetic
10.98416,New building,Депо,19,2,62.41,32.7,10.7,10,11,Cosmetic
20.5,Secondary,Нагатинский Затон,5,2,55.0,34.0,7.1,4,22,European-style renovation
11.95195,New building,Депо,13,2,54.7,23.5,19.4,5,11,Cosmetic
11.15,New building,Царицыно,18,2,55.8,29.4,10.7,16,13,Cosmetic
57.0,Secondary, Шелепиха,19,3,99.0,7.0,14.8,2,19,Designer
25.4,Secondary,Сходненская,8,3,77.0,50.0,10.0,5,10,Designer
52.5,Secondary,Фрунзенская,6,3,60.0,32.5,10.0,3,5,Designer
49.0,Secondary,Тульская,27,5,90.0,50.0,30.0,3,18,Without renovation
39.0,Secondary,Селигерская,16,3,114.7,52.0,33.0,25,44,Designer
15.7,Secondary,Зюзино,4,3,60.4,44.8,6.8,8,10,Cosmetic
43.0,Secondary,Шелепиха,7,4,117.0,48.0,23.0,10,11,Without renovation
8.2038,New building,Братиславская,5,1,33.9,15.6,10.5,9,16,Cosmetic
15.6,Secondary, Улица Горчакова,5,1,60.0,20.7,9.5,4,9,European-style renovation
8.66775,New building,Братиславская,13,1,44.45,13.9,18.0,12,16,Cosmetic
12.5,Secondary,Ростокино,29,3,58.5,43.9,5.9,6,9,Cosmetic
16.9,Secondary,Хорошево,15,1,37.5,14.8,11.0,19,23,Without renovation
9.5,New building,Царицыно,7,1,38.5,17.4,9.7,13,13,Cosmetic
16.1,Secondary,Давыдково,4,2,44.9,29.1,8.7,5,6,Cosmetic
21.599999,Secondary,Алексеевская,11,3,63.0,34.0,8.0,12,27,Without renovation
9.95,Secondary,Рязанский проспект,3,1,38.8,20.0,8.5,6,17,Cosmetic
7.7343,New building,Братиславская,13,1,44.45,13.9,18.0,10,16,Cosmetic
4.27,Secondary, Авиамоторная,9,0,25.0,14.8,8.7,2,5,European-style renovation
5.59,Secondary,Зюзино,15,0,20.0,10.6,2.0,3,5,European-style renovation
15.5,Secondary,Люблино,11,2,53.5,32.0,9.5,17,17,European-style renovation
56.0,Secondary, Динамо,7,5,95.0,50.2,14.5,15,18,Designer
8.61861,New building,Братиславская,5,1,42.9,15.9,16.6,13,16,Cosmetic
26.544133,New building,Каширская,4,4,105.04,55.2,15.3,9,10,European-style renovation
7.83354,New building,Братиславская,20,1,42.9,15.9,16.6,24,16,Cosmetic
12.654678,New building,Каширская,4,2,45.94,25.4,10.4,2,10,Cosmetic
2.83,Secondary,Комсомольская,11,0,12.2,10.0,7.6,2,2,Without renovation
12.1,Secondary,Улица Академика Янгеля,10,1,42.0,21.6,10.9,16,24,European-style renovation
71.5743,Secondary, Калужская,18,4,162.3,90.8,36.3,4,32,Without renovation
8.81378,New building,Депо,13,1,39.4,11.2,19.6,8,11,Cosmetic
31.499,Secondary,Университет,17,2,76.0,45.0,12.0,2,14,Cosmetic
9.50844,New building,Депо,13,2,47.4,22.8,15.3,11,11,Cosmetic
11.13875,New building,Депо,19,2,63.65,34.3,11.9,18,11,Cosmetic
67.0,Secondary,Беломорская,23,4,122.0,67.8,20.0,18,21,European-style renovation
11.6,Secondary,Бибирево,15,2,53.0,31.0,9.0,1,12,Cosmetic
11.4,Secondary,Царицыно,27,1,45.7,18.6,11.0,2,11,Without renovation
41.95,Secondary,Фили,5,4,102.4,60.0,23.0,18,31,Without renovation
8.41164,New building,Братиславская,13,1,44.04,14.0,17.9,13,16,Cosmetic
43.0,Secondary,Измайлово,11,3,107.3,60.0,19.0,18,29,European-style renovation
5.99,Secondary, ЗИЛ,7,1,13.9,9.2,7.8,10,13,Designer
7.44894,New building,Братиславская,13,1,42.81,16.4,13.2,4,16,Cosmetic
8.8,Secondary,Пятницкое шоссе,35,1,38.1,14.4,10.1,24,24,Without renovation
3.59,Secondary, Нижегородская,7,0,14.1,9.3,7.8,2,3,European-style renovation
20.015122,New building,Каширская,3,3,65.15,35.1,12.0,4,10,European-style renovation
3.75,Secondary,Юго-Восточная,10,0,14.8,9.6,7.9,1,9,Cosmetic
22.002456,New building,Каширская,4,3,84.66,47.0,14.0,5,10,European-style renovation
31.0,Secondary, Динамо,17,1,40.1,15.2,9.1,15,40,European-style renovation
24.96923,Secondary, Алексеевская,2,0,62.97,34.0,11.8,13,15,Without renovation
17.012998,New building,Варшавская,6,3,70.92,38.0,12.5,5,15,Cosmetic
10.95072,New building,Братиславская,13,2,62.22,32.1,10.7,10,16,Cosmetic
18.2,Secondary,Пражская,19,3,61.0,36.0,10.0,7,12,European-style renovation
4.9,Secondary,Некрасовка,8,0,18.5,11.5,8.2,2,17,European-style renovation
19.9,Secondary,Павелецкая,5,1,35.9,16.1,9.0,5,7,Without renovation
15.49,Secondary,Аннино,4,1,41.6,17.7,10.0,9,22,Cosmetic
8.37573,New building,Братиславская,13,1,44.79,17.5,11.7,7,16,Cosmetic
20.397973,Secondary,Панфиловская,5,1,57.1,18.2,13.6,4,11,European-style renovation
83.0,Secondary,Филевский парк,10,5,269.0,138.1,20.0,16,16,European-style renovation
3.3,Secondary,Войковская,12,0,10.0,7.2,7.5,1,9,Cosmetic
19.2,New building,Варшавская,6,4,88.92,47.1,14.0,3,15,European-style renovation
14.0,Secondary,Сетунь,15,3,64.0,45.0,6.5,1,12,European-style renovation
7.34928,New building,Братиславская,13,1,40.16,16.4,10.0,4,16,Cosmetic
8.67588,New building,Братиславская,13,1,44.04,24.4,10.3,12,16,Cosmetic
11.10898,New building,Депо,19,2,62.41,32.7,10.7,11,11,Cosmetic
38.657606,Secondary, Печатники,16,3,86.4,37.2,23.4,10,25,Without renovation
10.9,Secondary,Яхромская,25,1,35.0,18.0,10.0,11,12,Cosmetic
6.968814,Secondary, Бунинская аллея,5,6,24.2,11.9,5.6,11,16,Cosmetic
40.5,Secondary,Спартак,13,4,120.0,63.2,21.4,14,24,Without renovation
8.6453,Secondary, Нагатинская,26,6,25.5,14.0,6.4,7,33,Cosmetic
8.08027,New building,Депо,19,1,43.21,13.9,18.1,6,11,Cosmetic
25.465676,Secondary,Панфиловская,5,2,72.2,41.3,5.5,4,11,European-style renovation
64.999999,Secondary,Сухаревская,7,5,137.0,86.0,15.0,3,4,Designer
12.5,Secondary, Первомайская,19,2,40.0,22.4,9.9,6,9,Designer
9.91839,New building,Братиславская,13,2,55.41,30.8,9.0,12,16,Cosmetic
12.5,Secondary,Коммунарка,20,1,46.0,21.0,11.0,7,17,European-style renovation
19.1,Secondary,Яхромская,9,2,51.8,28.3,9.0,12,19,European-style renovation
82.0,Secondary,Динамо,11,4,177.0,91.6,21.3,22,25,Without renovation
6.696,Secondary, Окская,14,0,18.3,16.3,8.2,4,5,European-style renovation
11.5842,New building,Депо,19,2,67.35,34.1,14.2,12,11,Cosmetic
57.4,Secondary,Шаболовская,13,4,128.0,67.0,19.2,22,22,Without renovation
23.0,Secondary,ЗИЛ,16,1,43.0,10.0,25.0,3,14,European-style renovation
22.385197,Secondary, Кожуховская,6,4,77.8,41.8,20.4,2,69,European-style renovation
35.0,Secondary,Тульская,11,4,62.0,43.0,10.0,6,6,Designer
12.62096,New building,Братиславская,13,2,71.71,33.3,14.5,2,16,Cosmetic
18.2,Secondary,Шипиловская,5,3,74.0,39.5,10.0,2,17,European-style renovation
17.8,Secondary,Минская,30,2,39.0,21.9,9.9,12,14,European-style renovation
15.0,Secondary,Шоссе Энтузиастов,10,1,39.0,15.0,10.0,18,25,Designer
49.9,Secondary,Менделеевская,2,4,151.0,77.0,15.0,4,7,European-style renovation
4.85,Secondary,Бунинская Аллея,12,0,18.0,11.2,8.1,1,12,Cosmetic
13.9,Secondary,Рабочий Посёлок,22,0,24.0,10.6,5.7,7,29,Without renovation
5.3,Secondary,Бауманская,9,0,10.5,4.0,2.0,1,4,European-style renovation
74.0,Secondary,Раменки,16,3,114.0,59.8,20.0,6,21,Designer
10.5,Secondary,Внуково,37,1,40.1,18.0,11.0,14,17,Designer
16.4,Secondary,Славянский бульвар,10,2,44.0,27.0,7.0,8,9,European-style renovation
14.553,New building,Перерва,20,2,59.1,23.6,22.3,10,23,Cosmetic
8.46549,New building,Братиславская,13,1,45.27,25.0,10.4,5,16,Cosmetic
8.651376,Secondary, Ольховая,17,1,36.0,14.0,11.2,10,15,Cosmetic
8.07216,New building,Братиславская,13,1,40.16,16.4,10.0,15,16,Cosmetic
34.892872,Secondary, Аминьевская,13,4,80.62,51.5,6.0,5,21,European-style renovation
10.85,Secondary,Бульвар Дмитрия Донского,15,1,45.2,19.9,10.5,5,24,Cosmetic
14.5,Secondary,Петровский парк,13,4,103.0,60.1,13.1,1,4,Cosmetic
39.5,Secondary,Цветной бульвар,6,4,100.0,65.0,10.0,6,6,European-style renovation
10.23056,New building,Депо,19,2,59.48,28.0,12.3,14,11,Cosmetic
19.0,Secondary,Водный стадион,20,2,60.5,33.7,13.2,15,25,Cosmetic
41.0,Secondary,Смоленская,9,2,53.6,31.6,6.0,7,7,Without renovation
11.49,Secondary,Царицыно,8,2,44.9,29.7,6.2,1,9,Without renovation
40.0,Secondary,Новые Черемушки,15,3,106.0,55.7,15.4,5,15,European-style renovation
78.947368,Secondary, Смоленская,6,1,72.9,39.0,12.7,2,5,Designer
12.6,Secondary,Бульвар Рокоссовского,28,1,38.3,18.5,15.7,10,18,Without renovation
11.5,Secondary,Фонвизинская,12,1,34.9,19.8,9.8,8,12,Cosmetic
32.0,Secondary,Балтийская,12,3,84.0,52.0,15.0,7,25,Without renovation
26.1664,Secondary, Стрешнево,10,1,48.1,15.8,15.5,17,21,European-style renovation
11.793699,New building,Варшавская,6,2,43.14,23.9,10.2,7,15,Cosmetic
8.91819,New building,Братиславская,13,1,45.27,14.2,18.3,15,16,Cosmetic
10.6097,New building,Депо,19,2,62.41,32.7,10.7,4,11,Cosmetic
4.35,Secondary,Бунинская Аллея,11,0,20.5,16.5,2.0,1,9,Without renovation
3.9,Secondary,Щелковская,12,0,11.7,8.0,7.6,1,9,Cosmetic
16.999999,Secondary,Румянцево,18,2,40.0,28.0,10.0,6,9,Cosmetic
12.75,Secondary,Варшавская,6,2,36.1,17.4,9.8,10,14,Cosmetic
9.04932,New building,Депо,19,1,46.17,25.5,10.5,2,11,Cosmetic
8.95,New building,Братиславская,9,1,35.7,20.2,17.0,22,16,Cosmetic
16.6,Secondary,Бабушкинская,3,2,54.0,33.0,10.0,4,16,European-style renovation
6.45,Secondary,Петровский парк,16,0,24.2,14.4,8.6,2,2,Designer
42.0,Secondary,Белорусская,4,3,67.0,50.0,15.0,7,12,Without renovation
8.38134,New building,Депо,19,1,44.82,24.8,10.3,5,11,Cosmetic
7.87698,New building,Братиславская,13,1,45.27,14.2,18.3,7,16,Cosmetic
21.0,Secondary,Павелецкая,18,1,39.0,11.2,20.9,13,28,Without renovation
45.0,Secondary,Университет,15,4,100.0,52.7,10.0,4,11,European-style renovation
10.5,Secondary,Юго-Восточная,10,2,42.4,27.5,5.7,4,5,Cosmetic
10.79191,New building,Депо,19,2,60.29,32.6,11.6,5,11,Cosmetic
8.6,Secondary,Домодедовская,18,1,35.1,19.5,9.8,2,12,Cosmetic
19.034498,Secondary, Бунинская аллея,9,4,87.8,40.2,22.1,9,18,European-style renovation
47.0,Secondary,Хорошево,23,4,85.4,55.0,23.0,27,27,Designer
19.2,Secondary, Беломорская,3,1,43.61,20.0,10.0,17,20,European-style renovation
4.349,Secondary,Бунинская Аллея,12,0,20.7,12.6,8.4,1,12,Without renovation
3.95,Secondary,Покровское,32,0,17.6,14.6,3.0,2,18,Without renovation
23.7,Secondary,Павелецкая,18,2,39.6,12.3,20.0,9,28,Without renovation
12.35,Secondary,Свиблово,6,2,45.9,27.0,5.5,3,5,Cosmetic
24.315325,Secondary,Панфиловская,5,2,71.3,42.8,5.5,2,11,European-style renovation
22.0,Secondary,Прокшино,13,4,83.0,49.1,15.8,9,18,Without renovation
18.5,Secondary,Пролетарская,8,3,54.6,37.3,5.5,3,5,European-style renovation
15.3387,New building,Депо,19,3,89.7,47.5,14.1,4,11,Cosmetic
14.0,Secondary,Войковская,8,2,43.3,30.0,8.0,1,5,Cosmetic
17.549556,New building,Каширская,4,3,66.91,36.0,12.2,9,10,European-style renovation
16.1,Secondary,Кожуховская,6,2,46.0,25.4,5.6,4,12,Cosmetic
6.53626,Secondary, Бунинская аллея,5,6,20.9,7.9,5.6,6,9,Cosmetic
12.75,Secondary,Саларьево,26,0,53.9,26.9,9.7,19,22,Without renovation
26.45,Secondary,Хорошево,22,1,49.4,29.3,9.1,3,30,Designer
14.0,Secondary,Новаторская,15,2,40.2,25.8,11.0,9,9,European-style renovation
13.65,Secondary,Митино,13,2,50.0,30.3,8.2,2,17,Cosmetic
19.99,Secondary,Люблино,27,3,79.0,46.0,9.0,12,12,European-style renovation
8.904194,Secondary, Филатов Луг,13,1,44.4,9.8,18.7,9,14,Cosmetic
23.0,Secondary, Селигерская,6,0,57.6,37.6,15.0,1,11,Without renovation
79.8,Secondary, Ломоносовский проспект,3,6,234.4,120.6,26.0,7,22,Designer
12.3225,Secondary, Ольховая,17,3,75.0,38.1,14.5,2,16,Cosmetic
17.346768,Secondary, Бунинская аллея,18,4,80.8,41.4,17.7,15,30,Cosmetic
15.5,Secondary,Ростокино,28,2,42.9,23.8,10.2,22,22,Cosmetic
14.8,Secondary,Пятницкое шоссе,6,2,54.0,34.0,10.0,6,17,Cosmetic
14.44,New building,Аннино,7,2,80.0,42.6,13.3,3,22,Cosmetic
47.0,Secondary,Аминьевская,11,3,103.0,56.0,16.0,22,25,Designer
31.505343,Secondary,Панфиловская,7,2,95.3,50.3,8.1,5,7,European-style renovation
12.3522,New building,Депо,19,3,71.4,38.2,12.5,5,11,Cosmetic
10.3,Secondary,Выхино,15,1,38.6,19.6,9.6,10,16,Cosmetic
7.305,Secondary,Солнцево,14,0,21.6,13.1,8.4,20,24,Cosmetic
12.43005,New building,Депо,19,3,71.85,38.5,12.6,4,11,Cosmetic
19.0,Secondary,Верхние Котлы,16,1,38.1,21.4,19.0,23,24,Designer
49.0,Secondary,Серпуховская,10,1,67.0,35.0,14.0,5,14,Designer
12.47246,New building,Депо,19,2,70.07,32.3,14.5,12,11,Cosmetic
43.5,Secondary,Давыдково,23,2,70.2,40.0,20.0,19,25,Without renovation
16.0,Secondary,Аминьевская,9,0,24.1,11.3,6.2,11,34,Designer
5.9,Secondary,Владыкино,3,0,19.2,11.8,8.2,4,16,European-style renovation
10.9478,New building,Депо,19,2,63.65,24.8,17.9,12,11,Cosmetic
7.47288,New building,Депо,13,2,32.1,19.2,3.8,11,11,Cosmetic
54.15,Secondary, Комсомольская,6,0,117.0,40.0,50.0,3,18,Without renovation
8.33272,New building,Депо,19,1,44.56,13.9,18.5,5,11,Cosmetic
30.0,Secondary,Стрешнево,11,4,104.3,70.0,9.0,3,8,European-style renovation
8.6142,New building,Депо,19,1,43.95,24.4,10.3,3,11,Cosmetic
11.615372,New building,Каширская,6,1,41.12,22.9,10.0,4,10,Cosmetic
11.3432,New building,Братиславская,13,2,64.45,34.7,12.0,4,16,Cosmetic
16.7,Secondary,Текстильщики,8,3,66.2,44.0,10.4,9,12,European-style renovation
21.0,Secondary,Дегунино,9,3,74.0,39.5,10.0,1,17,Without renovation
9.86575,New building,Депо,19,2,63.65,24.8,17.9,18,11,Cosmetic
3.3,Secondary,Отрадное,12,0,12.0,8.2,7.6,1,9,Without renovation
10.19211,New building,Депо,19,2,56.31,30.6,11.3,11,11,Cosmetic
7.95,Secondary,Алма-Атинская,16,1,30.7,11.0,9.0,1,17,Designer
